periodo,banco,tipo_credito,morosidad_pct
2023-12,B. GNB,Otros 1/,18.9055
2023-12,B. Santander Perú,Otros 1/,97.7146
2023-12,B. BBVA Perú,Créditos pequeñas empresas,12.723
2023-12,BANCOM,Créditos pequeñas empresas,19.4646
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos pequeñas empresas,9.2975
2023-12,B. Pichincha,Créditos pequeñas empresas,10.692
2023-12,B. Interamericano de Finanzas,Créditos pequeñas empresas,12.8013
2023-12,Scotiabank Perú,Créditos pequeñas empresas,15.4831
2023-12,Citibank,Créditos pequeñas empresas,0.0
2023-12,Interbank,Créditos pequeñas empresas,16.3131
2023-12,Mibanco,Créditos pequeñas empresas,6.8975
2023-12,B. GNB,Créditos pequeñas empresas,68.0449
2023-12,B. Falabella Perú,Créditos pequeñas empresas,24.8372
2023-12,B. Santander Perú,Créditos pequeñas empresas,11.9923
2023-12,Alfin Banco,Créditos pequeñas empresas,0.0
2023-12,B. BBVA Perú,Tarjetas de crédito,17.7962
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,18.7141
2023-12,B. Interamericano de Finanzas,Tarjetas de crédito,24.2201
2023-12,Scotiabank Perú,Tarjetas de crédito,5.3767
2023-12,Citibank,Tarjetas de crédito,0.0
2023-12,Interbank,Tarjetas de crédito,0.0
2023-12,B. BBVA Perú,Descuentos,12.9727
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Descuentos,1.4657
2023-12,B. Pichincha,Descuentos,2.171
2023-12,B. Interamericano de Finanzas,Descuentos,1.3885
2023-12,Scotiabank Perú,Descuentos,4.7433
2023-12,Interbank,Descuentos,0.0
2023-12,B. BBVA Perú,Préstamos,11.6855
2023-12,BANCOM,Préstamos,20.2162
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,8.072
2023-12,B. Pichincha,Préstamos,10.5517
2023-12,B. Interamericano de Finanzas,Préstamos,16.165
2023-12,Scotiabank Perú,Préstamos,14.4174
2023-12,Interbank,Préstamos,16.4057
2023-12,Mibanco,Préstamos,6.8975
2023-12,B. GNB,Préstamos,57.9662
2023-12,B. Falabella Perú,Préstamos,24.8372
2023-12,Alfin Banco,Préstamos,0.0
2023-12,B. BBVA Perú,Factoring,0.0
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Factoring,0.0
2023-12,Scotiabank Perú,Factoring,0.0
2023-12,Interbank,Factoring,0.0
2023-12,B. BBVA Perú,Arrendamiento financiero y Lease-back,25.2838
2023-12,BANCOM,Arrendamiento financiero y Lease-back,0.0
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Arrendamiento financiero y Lease-back,67.5135
2023-12,B. Pichincha,Arrendamiento financiero y Lease-back,86.502
2023-12,B. Interamericano de Finanzas,Arrendamiento financiero y Lease-back,11.7626
2023-12,Scotiabank Perú,Arrendamiento financiero y Lease-back,59.1434
2023-12,Interbank,Arrendamiento financiero y Lease-back,28.4006
2023-12,B. Santander Perú,Arrendamiento financiero y Lease-back,11.9923
2023-12,B. BBVA Perú,Comercio exterior,0.4222
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Comercio exterior,8.0487
2023-12,B. Pichincha,Comercio exterior,0.1997
2023-12,B. Interamericano de Finanzas,Comercio exterior,13.9353
2023-12,Scotiabank Perú,Comercio exterior,16.5838
2023-12,Interbank,Comercio exterior,43.918
2023-12,B. GNB,Comercio exterior,100.0
2023-12,B. BBVA Perú,Otros 1/,7.31
2023-12,BANCOM,Otros 1/,100.0
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,87.6382
2023-12,B. Pichincha,Otros 1/,44.8734
2023-12,B. Interamericano de Finanzas,Otros 1/,97.4194
2023-12,Scotiabank Perú,Otros 1/,89.6596
2023-12,Interbank,Otros 1/,47.3711
2023-12,B. GNB,Otros 1/,99.5831
2023-12,B. BBVA Perú,Créditos a microempresas,4.8186
2023-12,BANCOM,Créditos a microempresas,100.0
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos a microempresas,5.1076
2023-12,B. Pichincha,Créditos a microempresas,17.1634
2023-12,B. Interamericano de Finanzas,Créditos a microempresas,8.3404
2023-12,Scotiabank Perú,Créditos a microempresas,2.6267
2023-12,Citibank,Créditos a microempresas,0.0
2023-12,Interbank,Créditos a microempresas,8.0005
2023-12,Mibanco,Créditos a microempresas,4.0484
2023-12,B. GNB,Créditos a microempresas,0.0
2023-12,B. Falabella Perú,Créditos a microempresas,19.9761
2023-12,Alfin Banco,Créditos a microempresas,0.0
2023-12,B. BBVA Perú,Tarjetas de crédito,4.8552
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,2.7178
2023-12,B. Interamericano de Finanzas,Tarjetas de crédito,5.1627
2023-12,Scotiabank Perú,Tarjetas de crédito,1.6566
2023-12,Citibank,Tarjetas de crédito,0.0
2023-12,Interbank,Tarjetas de crédito,5.3212
2023-12,B. BBVA Perú,Descuentos,0.0
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Descuentos,0.4644
2023-12,B. Interamericano de Finanzas,Descuentos,0.0
2023-12,Scotiabank Perú,Descuentos,0.0002
2023-12,Interbank,Descuentos,0.0
2023-12,B. BBVA Perú,Préstamos,3.0964
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,2.8539
2023-12,B. Pichincha,Préstamos,16.7026
2023-12,B. Interamericano de Finanzas,Préstamos,0.089
2023-12,Scotiabank Perú,Préstamos,1.9024
2023-12,Interbank,Préstamos,7.8957
2023-12,Mibanco,Préstamos,4.0484
2023-12,B. Falabella Perú,Préstamos,19.9761
2023-12,Alfin Banco,Préstamos,0.0
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Factoring,0.0
2023-12,B. Interamericano de Finanzas,Factoring,0.0
2023-12,Interbank,Factoring,0.0
2023-12,B. BBVA Perú,Arrendamiento financiero y Lease-back,21.7632
2023-12,BANCOM,Arrendamiento financiero y Lease-back,100.0
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Arrendamiento financiero y Lease-back,25.1644
2023-12,B. Interamericano de Finanzas,Arrendamiento financiero y Lease-back,0.0002
2023-12,Scotiabank Perú,Arrendamiento financiero y Lease-back,100.0
2023-12,Interbank,Arrendamiento financiero y Lease-back,100.0
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Comercio exterior,0.0
2023-12,B. Interamericano de Finanzas,Comercio exterior,0.0
2023-12,Scotiabank Perú,Comercio exterior,0.0
2023-12,B. BBVA Perú,Otros 1/,75.711
2023-12,BANCOM,Otros 1/,100.0
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,89.6357
2023-12,B. Pichincha,Otros 1/,95.483
2023-12,B. Interamericano de Finanzas,Otros 1/,63.5197
2023-12,Scotiabank Perú,Otros 1/,93.0228
2023-12,Citibank,Otros 1/,0.0
2023-12,Interbank,Otros 1/,93.5949
2023-12,B. GNB,Otros 1/,0.0
2023-12,B. BBVA Perú,Créditos de consumo*,3.3651
2023-12,BANCOM,Créditos de consumo*,2.283
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos de consumo*,3.8402
2023-12,B. Pichincha,Créditos de consumo*,3.5801
2023-12,B. Interamericano de Finanzas,Créditos de consumo*,3.0668
2023-12,Scotiabank Perú,Créditos de consumo*,3.42
2023-12,Interbank,Créditos de consumo*,4.6768
2023-12,Mibanco,Créditos de consumo*,3.5724
2023-12,B. GNB,Créditos de consumo*,1.3303
2023-12,B. Falabella Perú,Créditos de consumo*,7.0165
2023-12,B. Santander Perú,Créditos de consumo*,0.0
2023-12,B. Ripley,Créditos de consumo*,5.7587
2023-12,Alfin Banco,Créditos de consumo*,3.4652
2023-12,B. BBVA Perú,Tarjetas de crédito,3.885
2023-12,BANCOM,Tarjetas de crédito,5.6871
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,5.5523
2023-12,B. Pichincha,Tarjetas de crédito,4.3866
2023-12,B. Interamericano de Finanzas,Tarjetas de crédito,5.3517
2023-12,Scotiabank Perú,Tarjetas de crédito,5.5179
2023-12,Interbank,Tarjetas de crédito,11.747
2023-12,B. GNB,Tarjetas de crédito,2.6784
2023-12,B. Falabella Perú,Tarjetas de crédito,5.8757
2023-12,B. Ripley,Tarjetas de crédito,6.2235
2023-12,B. BBVA Perú,Préstamos,3.1536
2023-12,BANCOM,Préstamos,2.3735
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,2.9986
2023-12,B. Pichincha,Préstamos,2.9027
2023-12,B. Interamericano de Finanzas,Préstamos,2.6148
2023-12,Scotiabank Perú,Préstamos,2.804
2023-12,Interbank,Préstamos,2.7859
2023-12,Mibanco,Préstamos,3.5724
2023-12,B. GNB,Préstamos,1.3166
2023-12,B. Falabella Perú,Préstamos,8.2151
2023-12,B. Santander Perú,Préstamos,0.0
2023-12,B. Ripley,Préstamos,5.2642
2023-12,Alfin Banco,Préstamos,3.4652
2023-12,B. Interamericano de Finanzas,Préstamos revolventes,26.9017
2023-12,Scotiabank Perú,Préstamos revolventes,0.2667
2023-12,Interbank,Préstamos revolventes,25.8847
2023-12,Mibanco,Préstamos revolventes,0.0069
2023-12,B. BBVA Perú,Préstamos no revolventes,3.1536
2023-12,BANCOM,Préstamos no revolventes,2.3735
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos no revolventes,2.9986
2023-12,B. Pichincha,Préstamos no revolventes,2.9027
2023-12,B. Interamericano de Finanzas,Préstamos no revolventes,2.6132
2023-12,Scotiabank Perú,Préstamos no revolventes,2.8041
2023-12,Interbank,Préstamos no revolventes,2.7698
2023-12,Mibanco,Préstamos no revolventes,3.9718
2023-12,B. GNB,Préstamos no revolventes,1.3166
2023-12,B. Falabella Perú,Préstamos no revolventes,8.2151
2023-12,B. Santander Perú,Préstamos no revolventes,0.0
2023-12,B. Ripley,Préstamos no revolventes,5.2642
2023-12,Alfin Banco,Préstamos no revolventes,3.4652
2023-12,B. BBVA Perú,Préstamos autos,3.5166
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos autos,1.6824
2023-12,B. Pichincha,Préstamos autos,39.4621
2023-12,B. Interamericano de Finanzas,Préstamos autos,1.9797
2023-12,Scotiabank Perú,Préstamos autos,6.9286
2023-12,Interbank,Préstamos autos,41.8247
2023-12,B. Falabella Perú,Préstamos autos,98.4697
2023-12,B. Santander Perú,Préstamos autos,0.0
2023-12,Alfin Banco,Préstamos autos,0.0546
2023-12,B. BBVA Perú,Otros 1/,97.4459
2023-12,BANCOM,Otros 1/,2.0032
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,69.8113
2023-12,B. Pichincha,Otros 1/,11.9333
2023-12,B. Interamericano de Finanzas,Otros 1/,98.0553
2023-12,Scotiabank Perú,Otros 1/,1.3188
2023-12,Interbank,Otros 1/,99.2293
2023-12,B. GNB,Otros 1/,100.0
2023-12,B. Santander Perú,Otros 1/,0.0
2023-12,B. BBVA Perú,Créditos hipotecarios para vivienda,2.0589
2023-12,BANCOM,Créditos hipotecarios para vivienda,4.338
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos hipotecarios para vivienda,2.7084
2023-12,B. Pichincha,Créditos hipotecarios para vivienda,4.4513
2023-12,B. Interamericano de Finanzas,Créditos hipotecarios para vivienda,2.7977
2023-12,Scotiabank Perú,Créditos hipotecarios para vivienda,2.8476
2023-12,Interbank,Créditos hipotecarios para vivienda,2.7891
2023-12,Mibanco,Créditos hipotecarios para vivienda,5.2264
2023-12,B. GNB,Créditos hipotecarios para vivienda,8.1939
2023-12,B. Falabella Perú,Créditos hipotecarios para vivienda,0.0
2023-12,Alfin Banco,Créditos hipotecarios para vivienda,0.0
2023-12,B. BBVA Perú,Préstamos,2.1076
2023-12,BANCOM,Préstamos,0.0
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,2.2029
2023-12,B. Pichincha,Préstamos,5.2043
2023-12,B. Interamericano de Finanzas,Préstamos,2.5552
2023-12,Scotiabank Perú,Préstamos,2.7565
2023-12,Interbank,Préstamos,2.8472
2023-12,Mibanco,Préstamos,5.2285
2023-12,B. GNB,Préstamos,9.2452
2023-12,B. Falabella Perú,Préstamos,0.0
2023-12,Alfin Banco,Préstamos,0.0
2023-12,B. BBVA Perú,Préstamos Mivivienda,1.3341
2023-12,BANCOM,Préstamos Mivivienda,4.352
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos Mivivienda,4.5728
2023-12,B. Pichincha,Préstamos Mivivienda,3.9843
2023-12,B. Interamericano de Finanzas,Préstamos Mivivienda,3.5234
2023-12,Scotiabank Perú,Préstamos Mivivienda,4.0778
2023-12,Interbank,Préstamos Mivivienda,2.5491
2023-12,Mibanco,Préstamos Mivivienda,0.1773
2023-12,B. GNB,Préstamos Mivivienda,6.2328
2023-12,B. Falabella Perú,Préstamos Mivivienda,0.0
2023-12,B. Pichincha,Otros 1/,0.0
2024-12,B. BBVA Perú,Créditos corporativos*,0.0861
2024-12,BANCOM,Créditos corporativos*,0.0001
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos corporativos*,0.2345
2024-12,B. Pichincha,Créditos corporativos*,0.0
2024-12,B. Interamericano de Finanzas,Créditos corporativos*,0.7592
2024-12,Scotiabank Perú,Créditos corporativos*,0.0505
2024-12,Citibank,Créditos corporativos*,0.0
2024-12,Interbank,Créditos corporativos*,0.0017
2024-12,B. GNB,Créditos corporativos*,0.0
2024-12,B. Santander Perú,Créditos corporativos*,2.064
2024-12,Alfin Banco,Créditos corporativos*,0.0
2024-12,B. ICBC,Créditos corporativos*,0.8536
2024-12,Bank of China,Créditos corporativos*,0.0
2024-12,B. BCI Perú,Créditos corporativos*,1.3739
2024-12,B. BBVA Perú,Tarjetas de crédito,0.0473
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,0.0
2024-12,B. Pichincha,Tarjetas de crédito,0.0
2024-12,B. Interamericano de Finanzas,Tarjetas de crédito,0.0
2024-12,Scotiabank Perú,Tarjetas de crédito,0.0
2024-12,Citibank,Tarjetas de crédito,0.0
2024-12,Interbank,Tarjetas de crédito,0.0
2024-12,B. BBVA Perú,Descuentos,0.0
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Descuentos,0.0157
2024-12,B. Pichincha,Descuentos,0.0
2024-12,B. Interamericano de Finanzas,Descuentos,0.0
2024-12,Scotiabank Perú,Descuentos,0.0
2024-12,Interbank,Descuentos,0.0
2024-12,B. GNB,Descuentos,0.0
2024-12,B. Santander Perú,Descuentos,0.0
2024-12,B. BBVA Perú,Préstamos,0.0992
2024-12,BANCOM,Préstamos,0.0
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,0.3339
2024-12,B. Pichincha,Préstamos,0.0
2024-12,B. Interamericano de Finanzas,Préstamos,0.5768
2024-12,Scotiabank Perú,Préstamos,0.074
2024-12,Citibank,Préstamos,0.0
2024-12,Interbank,Préstamos,0.0
2024-12,B. GNB,Préstamos,0.0
2024-12,B. Santander Perú,Préstamos,2.9998
2024-12,Alfin Banco,Préstamos,0.0
2024-12,B. ICBC,Préstamos,1.2489
2024-12,Bank of China,Préstamos,0.0
2024-12,B. BCI Perú,Préstamos,1.8188
2024-12,B. BBVA Perú,Factoring,0.0
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Factoring,0.0
2024-12,B. Interamericano de Finanzas,Factoring,0.0
2024-12,Scotiabank Perú,Factoring,0.0
2024-12,Citibank,Factoring,0.0
2024-12,Interbank,Factoring,0.0
2024-12,B. Santander Perú,Factoring,0.0
2024-12,B. BBVA Perú,Arrendamiento financiero y Lease-back,0.5454
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Arrendamiento financiero y Lease-back,0.0
2024-12,B. Pichincha,Arrendamiento financiero y Lease-back,0.0
2024-12,B. Interamericano de Finanzas,Arrendamiento financiero y Lease-back,0.0
2024-12,Scotiabank Perú,Arrendamiento financiero y Lease-back,0.0
2024-12,Interbank,Arrendamiento financiero y Lease-back,0.0
2024-12,B. GNB,Arrendamiento financiero y Lease-back,0.0
2024-12,B. Santander Perú,Arrendamiento financiero y Lease-back,1.6811
2024-12,B. ICBC,Arrendamiento financiero y Lease-back,0.0
2024-12,B. BBVA Perú,Comercio exterior,0.0
2024-12,BANCOM,Comercio exterior,0.0
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Comercio exterior,0.0
2024-12,B. Pichincha,Comercio exterior,0.0
2024-12,B. Interamericano de Finanzas,Comercio exterior,1.6687
2024-12,Scotiabank Perú,Comercio exterior,0.0
2024-12,Citibank,Comercio exterior,0.0
2024-12,Interbank,Comercio exterior,0.0
2024-12,B. GNB,Comercio exterior,0.0
2024-12,B. Santander Perú,Comercio exterior,0.0
2024-12,B. ICBC,Comercio exterior,0.0
2024-12,B. BCI Perú,Comercio exterior,0.0
2024-12,B. BBVA Perú,Otros 1/,0.0
2024-12,BANCOM,Otros 1/,100.0
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,0.0147
2024-12,B. Pichincha,Otros 1/,0.0
2024-12,B. Interamericano de Finanzas,Otros 1/,0.0059
2024-12,Scotiabank Perú,Otros 1/,0.0083
2024-12,Citibank,Otros 1/,0.0
2024-12,Interbank,Otros 1/,0.0571
2024-12,B. Santander Perú,Otros 1/,0.6712
2024-12,B. ICBC,Otros 1/,0.0
2024-12,B. BCI Perú,Otros 1/,0.0
2024-12,B. BBVA Perú,Créditos a grandes empresas*,2.3391
2024-12,BANCOM,Créditos a grandes empresas*,2.4343
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos a grandes empresas*,1.0915
2024-12,B. Pichincha,Créditos a grandes empresas*,2.0623
2024-12,B. Interamericano de Finanzas,Créditos a grandes empresas*,0.7374
2024-12,Scotiabank Perú,Créditos a grandes empresas*,3.9953
2024-12,Citibank,Créditos a grandes empresas*,0.0
2024-12,Interbank,Créditos a grandes empresas*,3.0657
2024-12,B. GNB,Créditos a grandes empresas*,0.2694
2024-12,B. Santander Perú,Créditos a grandes empresas*,7.6212
2024-12,Alfin Banco,Créditos a grandes empresas*,0.0
2024-12,B. ICBC,Créditos a grandes empresas*,1.896
2024-12,B. BCI Perú,Créditos a grandes empresas*,0.1955
2024-12,B. BBVA Perú,Tarjetas de crédito,0.792
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,0.0005
2024-12,B. Pichincha,Tarjetas de crédito,20.765
2024-12,B. Interamericano de Finanzas,Tarjetas de crédito,0.0
2024-12,Scotiabank Perú,Tarjetas de crédito,0.0
2024-12,Citibank,Tarjetas de crédito,0.0
2024-12,Interbank,Tarjetas de crédito,0.0
2024-12,B. BBVA Perú,Descuentos,2.4808
2024-12,BANCOM,Descuentos,0.0
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Descuentos,0.0244
2024-12,B. Pichincha,Descuentos,2.6451
2024-12,B. Interamericano de Finanzas,Descuentos,1.3039
2024-12,Scotiabank Perú,Descuentos,0.8494
2024-12,Interbank,Descuentos,0.7491
2024-12,B. GNB,Descuentos,0.0
2024-12,B. Santander Perú,Descuentos,7.2757
2024-12,B. BBVA Perú,Préstamos,2.9172
2024-12,BANCOM,Préstamos,3.5957
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,0.5203
2024-12,B. Pichincha,Préstamos,3.4999
2024-12,B. Interamericano de Finanzas,Préstamos,0.5699
2024-12,Scotiabank Perú,Préstamos,6.0277
2024-12,Citibank,Préstamos,0.0
2024-12,Interbank,Préstamos,3.1199
2024-12,B. GNB,Préstamos,0.2882
2024-12,B. Santander Perú,Préstamos,10.8992
2024-12,Alfin Banco,Préstamos,0.0
2024-12,B. ICBC,Préstamos,3.6495
2024-12,B. BCI Perú,Préstamos,0.0
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Factoring,0.0
2024-12,B. Pichincha,Factoring,100.0
2024-12,B. Interamericano de Finanzas,Factoring,0.0
2024-12,Scotiabank Perú,Factoring,0.0
2024-12,Citibank,Factoring,0.0
2024-12,Interbank,Factoring,0.0
2024-12,B. Santander Perú,Factoring,0.0
2024-12,B. BBVA Perú,Arrendamiento financiero y Lease-back,0.3657
2024-12,BANCOM,Arrendamiento financiero y Lease-back,0.0
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Arrendamiento financiero y Lease-back,0.3505
2024-12,B. Pichincha,Arrendamiento financiero y Lease-back,0.0
2024-12,B. Interamericano de Finanzas,Arrendamiento financiero y Lease-back,0.2844
2024-12,Scotiabank Perú,Arrendamiento financiero y Lease-back,0.0182
2024-12,Interbank,Arrendamiento financiero y Lease-back,0.6813
2024-12,B. GNB,Arrendamiento financiero y Lease-back,0.0
2024-12,B. Santander Perú,Arrendamiento financiero y Lease-back,4.5343
2024-12,B. BBVA Perú,Comercio exterior,0.0
2024-12,BANCOM,Comercio exterior,1.8047
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Comercio exterior,0.0
2024-12,B. Pichincha,Comercio exterior,1.1149
2024-12,B. Interamericano de Finanzas,Comercio exterior,1.4576
2024-12,Scotiabank Perú,Comercio exterior,2.7199
2024-12,Citibank,Comercio exterior,0.0
2024-12,Interbank,Comercio exterior,2.6619
2024-12,B. GNB,Comercio exterior,0.2557
2024-12,B. Santander Perú,Comercio exterior,0.0
2024-12,B. ICBC,Comercio exterior,0.0
2024-12,B. BCI Perú,Comercio exterior,7.7583
2024-12,B. BBVA Perú,Otros 1/,7.9495
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,18.8836
2024-12,B. Pichincha,Otros 1/,1.7383
2024-12,B. Interamericano de Finanzas,Otros 1/,1.508
2024-12,Scotiabank Perú,Otros 1/,0.5862
2024-12,Citibank,Otros 1/,0.0
2024-12,Interbank,Otros 1/,14.0277
2024-12,B. GNB,Otros 1/,0.0
2024-12,B. Santander Perú,Otros 1/,0.2649
2024-12,B. ICBC,Otros 1/,0.0
2024-12,B. BCI Perú,Otros 1/,0.0
2024-12,B. BBVA Perú,Créditos a medianas empresas*,18.6832
2024-12,BANCOM,Créditos a medianas empresas*,13.581
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos a medianas empresas*,3.6258
2024-12,B. Pichincha,Créditos a medianas empresas*,21.5389
2024-12,B. Interamericano de Finanzas,Créditos a medianas empresas*,6.3573
2024-12,Scotiabank Perú,Créditos a medianas empresas*,21.1146
2024-12,Citibank,Créditos a medianas empresas*,0.0
2024-12,Interbank,Créditos a medianas empresas*,9.9478
2024-12,Mibanco,Créditos a medianas empresas*,0.0
2024-12,B. GNB,Créditos a medianas empresas*,61.0859
2024-12,B. Falabella Perú,Créditos a medianas empresas*,0.0
2024-12,B. Santander Perú,Créditos a medianas empresas*,21.9274
2024-12,Alfin Banco,Créditos a medianas empresas*,6.9614
2024-12,B. BBVA Perú,Tarjetas de crédito,42.6032
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,3.7114
2024-12,B. Pichincha,Tarjetas de crédito,20.0721
2024-12,B. Interamericano de Finanzas,Tarjetas de crédito,13.1995
2024-12,Scotiabank Perú,Tarjetas de crédito,5.7066
2024-12,Citibank,Tarjetas de crédito,0.0
2024-12,Interbank,Tarjetas de crédito,38.6078
2024-12,B. BBVA Perú,Descuentos,6.5777
2024-12,BANCOM,Descuentos,65.4808
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Descuentos,0.2712
2024-12,B. Pichincha,Descuentos,33.0133
2024-12,B. Interamericano de Finanzas,Descuentos,4.7012
2024-12,Scotiabank Perú,Descuentos,11.3562
2024-12,Interbank,Descuentos,1.9532
2024-12,B. Santander Perú,Descuentos,0.0
2024-12,B. BBVA Perú,Préstamos,18.8252
2024-12,BANCOM,Préstamos,17.5711
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,3.3136
2024-12,B. Pichincha,Préstamos,23.7819
2024-12,B. Interamericano de Finanzas,Préstamos,7.243
2024-12,Scotiabank Perú,Préstamos,22.5711
2024-12,Citibank,Préstamos,0.0
2024-12,Interbank,Préstamos,14.0917
2024-12,Mibanco,Préstamos,0.0
2024-12,B. GNB,Préstamos,70.6948
2024-12,B. Falabella Perú,Préstamos,0.0
2024-12,B. Santander Perú,Préstamos,26.0364
2024-12,Alfin Banco,Préstamos,6.9614
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Factoring,0.0
2024-12,B. Interamericano de Finanzas,Factoring,0.0
2024-12,Scotiabank Perú,Factoring,0.0
2024-12,Citibank,Factoring,0.0
2024-12,Interbank,Factoring,0.0
2024-12,B. Santander Perú,Factoring,0.0
2024-12,B. BBVA Perú,Arrendamiento financiero y Lease-back,18.9796
2024-12,BANCOM,Arrendamiento financiero y Lease-back,5.1004
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Arrendamiento financiero y Lease-back,20.6801
2024-12,B. Pichincha,Arrendamiento financiero y Lease-back,22.0026
2024-12,B. Interamericano de Finanzas,Arrendamiento financiero y Lease-back,1.3167
2024-12,Scotiabank Perú,Arrendamiento financiero y Lease-back,10.7336
2024-12,Interbank,Arrendamiento financiero y Lease-back,22.4998
2024-12,B. GNB,Arrendamiento financiero y Lease-back,12.5688
2024-12,B. Santander Perú,Arrendamiento financiero y Lease-back,0.4962
2024-12,B. BBVA Perú,Comercio exterior,0.5544
2024-12,BANCOM,Comercio exterior,4.2915
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Comercio exterior,0.0306
2024-12,B. Pichincha,Comercio exterior,14.899
2024-12,B. Interamericano de Finanzas,Comercio exterior,0.5286
2024-12,Scotiabank Perú,Comercio exterior,16.1446
2024-12,Citibank,Comercio exterior,0.0
2024-12,Interbank,Comercio exterior,0.8058
2024-12,B. GNB,Comercio exterior,52.9258
2024-12,B. Santander Perú,Comercio exterior,4.6288
2024-12,B. BBVA Perú,Otros 1/,34.7259
2024-12,BANCOM,Otros 1/,11.4126
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,2.5145
2024-12,B. Pichincha,Otros 1/,22.5173
2024-12,B. Interamericano de Finanzas,Otros 1/,19.4234
2024-12,Scotiabank Perú,Otros 1/,78.387
2024-12,Interbank,Otros 1/,3.3862
2024-12,B. GNB,Otros 1/,69.97
2024-12,B. Santander Perú,Otros 1/,62.8853
2024-12,B. BBVA Perú,Créditos pequeñas empresas*,6.203
2024-12,BANCOM,Créditos pequeñas empresas*,53.0333
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos pequeñas empresas*,13.3481
2024-12,B. Pichincha,Créditos pequeñas empresas*,59.9813
2024-12,B. Interamericano de Finanzas,Créditos pequeñas empresas*,43.3902
2024-12,Scotiabank Perú,Créditos pequeñas empresas*,14.4847
2024-12,Citibank,Créditos pequeñas empresas*,0.0
2024-12,Interbank,Créditos pequeñas empresas*,6.3759
2024-12,Mibanco,Créditos pequeñas empresas*,7.9935
2024-12,B. GNB,Créditos pequeñas empresas*,14.566
2024-12,B. Falabella Perú,Créditos pequeñas empresas*,18.442
2024-12,B. Santander Perú,Créditos pequeñas empresas*,72.1865
2024-12,Alfin Banco,Créditos pequeñas empresas*,2.0798
2024-12,B. BBVA Perú,Tarjetas de crédito,16.9547
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,38.4309
2024-12,B. Pichincha,Tarjetas de crédito,18.8686
2024-12,B. Interamericano de Finanzas,Tarjetas de crédito,38.1664
2024-12,Scotiabank Perú,Tarjetas de crédito,8.6975
2024-12,Citibank,Tarjetas de crédito,0.0
2024-12,Interbank,Tarjetas de crédito,0.4061
2024-12,B. BBVA Perú,Descuentos,3.1199
2024-12,BANCOM,Descuentos,68.9612
